Country,Year,SST_C,Salinity_ppt,Chlorophyll_mg_m3,pH,Fleet_Size,Fishing_Effort_hours,Fuel_Consumption_L,Fish_Price_USD_ton,Fuel_Price_USD_L,Operating_Cost_USD,Capture_Production_Mt,Aquaculture_Production_Mt,Total_Production_Mt,CPUE,Sustainability_Score,Sustainable
Mexico,2023,22.02,37.46,2.672,7.82,7193,17933.0,226399.0,3303.59,1.56,377956.0,1.13,2.14,3.27,0.063,0.666,1
Thailand,2017,25.94,33.54,1.015,7.9,127,9391.0,207698.0,1137.33,0.88,252850.0,2.28,3.419,5.699,0.2428,0.689,1
Indonesia,2023,16.68,35.83,1.185,8.67,15224,30189.0,1374995.0,2647.83,1.16,1626366.0,23.217,37.451,60.669,0.769,0.588,1
Peru,2019,15.54,33.14,3.97,8.07,942,150532.0,3404537.0,789.55,1.43,4939858.0,5.952,13.113,19.065,0.0395,0.426,0
Vietnam,2016,29.33,34.04,1.335,8.24,4736,10844.0,384079.0,1401.55,1.34,559241.0,4.835,6.556,11.39,0.4458,0.617,1
USA,2021,27.15,35.83,0.589,7.71,156,7985.0,350871.0,789.01,1.23,498639.0,5.522,5.298,10.82,0.6914,0.622,1
Mexico,2017,24.46,36.98,1.663,8.06,4224,54258.0,1692948.0,3270.01,0.99,1765243.0,1.364,2.123,3.487,0.0251,0.592,1
Japan,2010,23.92,33.07,1.432,8.49,194,18258.0,853545.0,1960.89,1.72,1475396.0,2.237,2.888,5.125,0.1225,0.667,1
Argentina,2010,19.83,35.04,0.188,7.96,915,43007.0,783111.0,964.94,1.14,953862.0,0.955,1.771,2.726,0.0222,0.54,1
Mexico,2015,20.29,33.61,0.947,8.01,260,10174.0,342172.0,1710.89,1.26,483239.0,2.568,3.016,5.584,0.2524,0.687,1
Russia,2020,24.39,34.74,1.467,8.24,678,51603.0,1871779.0,897.63,1.1,2071298.0,5.208,3.664,8.872,0.1009,0.541,1
Spain,2015,19.21,32.22,5.496,8.08,1774,53592.0,2569820.0,625.86,1.44,3743438.0,0.802,1.35,2.152,0.015,0.593,1
Spain,2013,20.66,32.05,1.251,8.38,19487,46149.0,1609687.0,2478.4,1.28,2124006.0,1.421,1.818,3.239,0.0308,0.609,1
Mexico,2015,28.98,34.88,0.173,8.04,4776,16720.0,639363.0,1021.68,1.02,676856.0,0.321,1.087,1.407,0.0192,0.517,1
USA,2019,20.63,34.97,1.161,8.12,5733,51218.0,619391.0,1422.61,1.33,873259.0,4.243,8.52,12.763,0.0828,0.6,1
Indonesia,2016,29.16,34.11,0.572,8.23,1171,14402.0,628844.0,1861.26,1.47,978373.0,15.076,12.49,27.566,1.0467,0.593,1
USA,2018,25.73,35.65,9.736,7.93,6484,12975.0,631805.0,1075.33,0.67,477954.0,4.505,3.867,8.372,0.3472,0.656,1
Norway,2010,17.81,31.25,0.862,8.19,215,27843.0,955425.0,1767.31,1.7,1657908.0,0.566,1.137,1.703,0.0203,0.57,1
South Korea,2015,29.77,31.01,1.584,8.15,914,5462.0,178931.0,911.9,1.26,257835.0,0.761,0.805,1.566,0.1392,0.618,1
South Korea,2020,30.66,36.1,0.403,8.03,106055,48394.0,540321.0,986.81,1.29,751505.0,0.762,1.948,2.71,0.0157,0.454,0
Ecuador,2020,13.55,34.65,0.531,8.22,4006,10170.0,124930.0,1309.51,1.8,294724.0,1.221,1.682,2.904,0.1201,0.608,1
Argentina,2015,30.7,40.87,0.342,8.01,5562,40143.0,1294015.0,1770.41,0.98,1350800.0,0.545,1.767,2.312,0.0136,0.47,0
Iceland,2018,25.38,34.46,0.451,8.13,31958,16161.0,674960.0,1782.96,1.2,845261.0,1.752,3.516,5.268,0.1084,0.596,1
Mexico,2018,14.21,33.07,0.584,8.01,322,9724.0,149736.0,622.09,1.38,222661.0,1.629,2.69,4.319,0.1675,0.611,1
Ecuador,2022,18.17,37.34,0.518,8.19,1729,9239.0,390898.0,562.32,1.42,629812.0,3.194,2.94,6.134,0.3457,0.676,1
Morocco,2012,34.94,32.06,0.283,7.94,3355,11602.0,430214.0,1524.66,1.28,629153.0,0.469,1.184,1.653,0.0404,0.528,1
Philippines,2011,19.59,32.19,1.447,8.19,774,9715.0,185483.0,1083.62,0.56,125043.0,0.591,0.474,1.065,0.0608,0.643,1
Russia,2012,20.42,34.6,0.199,8.29,4146,29988.0,342049.0,1399.86,1.62,611422.0,1.937,4.199,6.135,0.0646,0.567,1
Indonesia,2023,16.31,34.45,3.487,8.3,553,18350.0,744478.0,1461.98,1.56,1219698.0,30.494,32.935,63.429,1.6617,0.638,1
Mexico,2012,25.33,35.95,0.174,7.99,2033,28458.0,1421978.0,1991.52,0.9,1307900.0,0.63,0.807,1.438,0.0221,0.569,1
Indonesia,2018,26.59,40.45,0.232,8.24,3454,3482.0,147184.0,1168.02,1.04,193793.0,13.348,22.431,35.778,3.832,0.658,1
Philippines,2019,23.92,38.02,0.118,7.79,8212,86161.0,4105429.0,858.39,1.26,5237367.0,0.62,0.892,1.512,0.0072,0.453,0
Ecuador,2010,16.47,36.73,0.691,8.03,3873,9152.0,321366.0,1461.56,0.54,236409.0,0.453,0.677,1.13,0.0495,0.608,1
South Korea,2020,24.62,37.1,1.767,7.96,3040,45723.0,1550217.0,1129.72,1.36,2170710.0,1.113,1.608,2.721,0.0243,0.609,1
Russia,2011,19.07,33.76,0.403,8.44,10545,22543.0,1040704.0,897.86,0.89,955659.0,2.612,5.187,7.799,0.1159,0.583,1
Iceland,2019,23.89,30.86,1.194,8.0,11166,1741.0,76972.0,1207.71,0.61,73072.0,2.415,3.3,5.715,1.3863,0.738,1
Russia,2022,24.28,34.5,0.533,8.14,3272,9775.0,216355.0,605.54,1.08,294524.0,5.507,4.275,9.781,0.5633,0.653,1
Indonesia,2017,22.46,32.33,0.913,8.48,2442,23547.0,1040273.0,736.77,1.84,1955697.0,19.634,25.468,45.102,0.8338,0.678,1
Ecuador,2023,14.72,34.16,0.269,8.26,5585,31557.0,925321.0,1301.03,1.18,1131680.0,1.021,1.784,2.805,0.0324,0.488,0
Japan,2013,18.83,32.3,5.86,8.16,361,14160.0,369872.0,1159.15,1.6,662467.0,2.744,2.845,5.588,0.1938,0.677,1
South Korea,2016,12.1,34.46,0.988,8.42,12529,12297.0,549506.0,931.38,1.24,760282.0,0.75,1.219,1.969,0.061,0.602,1
Mexico,2011,23.91,37.0,0.921,7.88,43955,9138.0,277410.0,528.63,1.72,513500.0,0.707,1.097,1.804,0.0774,0.684,1
Mexico,2016,22.69,33.49,2.666,8.18,849,13064.0,328686.0,699.58,1.09,411184.0,0.68,0.71,1.39,0.0521,0.675,1
Chile,2011,32.3,33.99,3.244,8.17,5468,83159.0,1362578.0,653.17,1.14,1616097.0,1.513,3.537,5.05,0.0182,0.459,0
USA,2010,24.21,34.16,0.504,8.34,7488,2311.0,23131.0,755.23,1.0,88235.0,2.28,2.305,4.585,0.9861,0.725,1
Argentina,2018,18.93,36.5,0.428,8.26,1570,9996.0,130467.0,2456.51,1.42,263810.0,1.59,1.685,3.275,0.159,0.61,1
Chile,2019,18.44,39.23,0.66,8.23,3821,298135.0,3195870.0,1835.64,1.4,4529546.0,3.72,6.736,10.456,0.0125,0.5,1
Chile,2012,23.59,34.44,0.176,8.08,13124,2645.0,75125.0,2032.67,1.8,166184.0,1.882,2.681,4.563,0.7112,0.641,1
Japan,2011,22.21,36.61,0.84,8.11,1245,4858.0,137969.0,1533.65,1.95,319014.0,2.425,2.793,5.219,0.4992,0.705,1
Thailand,2019,23.01,35.82,0.758,8.12,5934,18248.0,203055.0,1041.28,1.35,316775.0,1.819,3.062,4.881,0.0997,0.666,1
India,2011,24.17,33.97,0.331,7.86,4469,15022.0,445773.0,1345.79,1.62,772587.0,5.1,10.048,15.148,0.3395,0.605,1
Iceland,2020,21.15,35.22,2.352,8.42,3805,52115.0,1889069.0,1589.13,1.96,3738191.0,1.949,3.568,5.517,0.0374,0.597,1
Mexico,2017,17.91,35.02,2.849,7.84,901,8542.0,365749.0,1253.95,2.0,802710.0,2.122,3.825,5.947,0.2484,0.615,1
Russia,2019,17.49,29.21,0.98,8.41,24250,32120.0,675713.0,836.42,1.53,1071717.0,4.477,3.806,8.283,0.1394,0.535,1
South Korea,2021,10.74,33.07,0.668,7.94,40,3333.0,96173.0,947.62,1.12,164372.0,1.324,3.752,5.076,0.3972,0.63,1
China,2022,21.01,34.35,1.704,8.06,303,54421.0,1928532.0,696.87,1.13,2232452.0,87.672,110.13,197.803,1.611,0.639,1
Morocco,2013,15.66,34.66,1.071,7.75,4902,7730.0,252224.0,1264.84,1.24,352392.0,1.488,3.007,4.495,0.1925,0.615,1
Chile,2019,20.12,34.79,1.846,8.09,2152,23350.0,549719.0,810.84,1.91,1086467.0,4.361,5.887,10.248,0.1867,0.659,1
Mexico,2011,12.98,35.53,1.137,8.03,2439,25430.0,1080682.0,1373.68,1.12,1273074.0,0.805,1.016,1.821,0.0316,0.575,1
Argentina,2014,12.48,33.47,0.547,8.01,481,2420.0,55256.0,977.22,1.23,124662.0,0.639,1.399,2.038,0.2639,0.628,1
Iceland,2010,23.06,34.33,3.645,8.49,460,37142.0,1120314.0,452.81,1.31,1509961.0,0.528,0.83,1.358,0.0142,0.626,1
Philippines,2019,23.01,32.42,3.701,7.81,11514,97434.0,1254877.0,630.71,1.46,1863536.0,2.582,3.131,5.713,0.0265,0.506,1
Peru,2023,18.22,36.73,1.081,8.17,1748,10362.0,463235.0,1446.91,0.79,388153.0,9.059,13.34,22.399,0.8742,0.706,1
Thailand,2023,19.8,32.33,1.258,8.36,3144,8648.0,130821.0,430.95,1.29,200014.0,2.388,3.8,6.189,0.2761,0.691,1
Peru,2023,37.49,34.48,1.665,7.97,4641,17357.0,662696.0,2853.68,0.55,411716.0,5.349,10.661,16.01,0.3082,0.6,1
South Korea,2020,27.96,35.58,1.959,7.94,4402,8554.0,112465.0,1248.85,0.47,116475.0,1.007,0.764,1.771,0.1177,0.563,1
South Korea,2015,22.17,35.54,0.328,8.34,1217,4128.0,148583.0,453.85,1.29,247544.0,0.506,0.53,1.036,0.1225,0.62,1
Thailand,2016,25.33,40.31,1.148,7.86,659475,12887.0,175017.0,987.78,0.62,139904.0,1.347,1.436,2.783,0.1045,0.677,1
Ecuador,2011,17.35,33.78,1.313,7.92,406,17342.0,626479.0,1198.82,0.85,619436.0,1.203,2.707,3.91,0.0693,0.592,1
Iceland,2010,23.0,33.87,0.549,7.97,1046,11459.0,407605.0,903.91,0.79,397383.0,0.894,1.163,2.057,0.078,0.679,1
Vietnam,2014,22.6,34.81,7.094,8.01,758,21890.0,473463.0,1303.82,1.52,792657.0,6.349,9.953,16.302,0.29,0.665,1
USA,2010,22.83,32.48,0.341,8.11,1844,48833.0,762115.0,1371.52,1.13,914772.0,1.676,1.847,3.523,0.0343,0.528,1
Spain,2021,17.14,36.68,1.192,8.14,779,37208.0,776458.0,1391.56,0.8,696250.0,0.871,0.89,1.761,0.0234,0.551,1
Vietnam,2011,22.05,36.76,0.51,8.24,591,36704.0,1191389.0,930.82,1.03,1267187.0,4.389,8.575,12.964,0.1196,0.63,1
Iceland,2023,30.09,35.64,0.513,8.32,11624,78557.0,3799367.0,679.38,1.48,5683543.0,0.984,1.822,2.806,0.0125,0.468,0
Mexico,2015,27.76,35.99,2.302,7.98,17134,4160.0,73525.0,519.37,1.24,128227.0,1.57,1.167,2.737,0.3773,0.577,1
Russia,2010,25.52,33.94,1.293,8.12,40201,8306.0,237509.0,730.5,1.83,485717.0,2.529,4.369,6.897,0.3044,0.693,1
Malaysia,2012,15.12,32.35,0.383,7.78,569,13017.0,511898.0,1616.48,1.64,908051.0,0.916,1.516,2.432,0.0704,0.526,1
Vietnam,2020,33.53,34.58,0.466,8.38,12315,71883.0,2747830.0,330.92,1.13,3177698.0,4.674,10.073,14.747,0.065,0.408,0
Chile,2016,19.42,35.22,1.148,7.84,1189,8975.0,152942.0,1880.87,1.0,223214.0,3.73,5.72,9.451,0.4156,0.695,1
USA,2015,14.09,36.59,0.569,8.09,1465,25486.0,1199131.0,799.86,1.28,1570083.0,2.815,4.364,7.179,0.1105,0.577,1
Chile,2018,28.42,35.38,0.386,8.11,1253,56674.0,2775558.0,1174.24,1.16,3260608.0,1.784,6.029,7.813,0.0315,0.438,0
Spain,2016,31.9,34.65,1.183,8.29,6405,36919.0,649555.0,1290.99,1.03,721416.0,0.488,1.145,1.633,0.0132,0.552,1
Peru,2010,21.02,34.82,1.033,8.25,6437,94720.0,1608774.0,868.18,1.2,1991286.0,4.108,4.773,8.881,0.0434,0.512,1
Peru,2022,29.32,39.2,0.995,8.44,936,12944.0,450887.0,1431.98,1.7,805549.0,6.215,11.113,17.327,0.4801,0.614,1
China,2018,24.14,36.81,0.365,8.46,6912,12102.0,124176.0,1908.98,1.09,185537.0,48.199,79.362,127.561,3.9825,0.72,1
Malaysia,2015,18.03,35.87,0.606,8.13,482,15546.0,223632.0,1592.54,1.24,323990.0,1.588,1.882,3.469,0.1021,0.672,1
Japan,2015,18.87,35.47,0.488,7.98,4212,7091.0,279655.0,1306.31,1.1,319221.0,2.495,2.685,5.181,0.3519,0.621,1
Thailand,2022,17.23,35.91,0.467,8.18,298,14000.0,559093.0,1445.17,1.1,660907.0,1.156,1.083,2.239,0.0826,0.512,1
Norway,2021,22.74,35.04,1.444,8.2,5744,5773.0,166262.0,2027.64,1.07,243273.0,3.275,2.725,5.999,0.5671,0.672,1
Philippines,2012,20.02,38.16,1.203,8.22,11561,5532.0,118790.0,745.41,0.72,136010.0,1.335,1.482,2.817,0.2413,0.696,1
China,2013,27.91,33.03,1.766,8.27,1139,157812.0,3587702.0,840.23,1.21,4367694.0,59.164,51.253,110.416,0.3749,0.41,0
USA,2010,7.9,32.38,3.097,7.74,28166,74221.0,951128.0,1382.25,1.24,1265232.0,1.79,4.516,6.306,0.0241,0.477,0
Thailand,2012,23.7,30.94,0.303,7.9,2050,176031.0,3221148.0,1314.49,0.46,1519178.0,0.412,0.945,1.358,0.0023,0.425,0
Norway,2011,19.72,36.15,0.279,8.25,3193,77377.0,1192345.0,421.34,1.64,2024144.0,0.933,1.275,2.208,0.0121,0.471,0
Philippines,2022,23.68,31.62,0.268,8.04,434,86802.0,3469164.0,1404.26,1.51,5252370.0,1.958,1.464,3.422,0.0226,0.402,0
Argentina,2013,15.2,31.39,0.68,8.15,198485,38127.0,1134897.0,762.8,1.63,1904522.0,0.709,1.219,1.928,0.0186,0.549,1
India,2013,25.4,36.92,0.96,8.09,4212,3889.0,89375.0,494.41,1.41,191250.0,9.022,6.609,15.631,2.3194,0.708,1
Argentina,2018,28.01,36.75,6.236,7.96,23166,38334.0,1068399.0,3260.94,1.08,1196775.0,1.893,1.631,3.524,0.0494,0.522,1
Morocco,2010,17.26,33.79,1.645,8.21,7812,4047.0,82966.0,1814.02,1.21,129113.0,0.595,0.66,1.255,0.1471,0.621,1
Argentina,2017,25.79,35.53,0.679,7.88,4993,8198.0,320978.0,1013.42,1.29,452853.0,1.386,1.644,3.03,0.1691,0.689,1
Indonesia,2021,22.7,36.59,0.461,7.79,6910,53560.0,2540492.0,2449.22,1.14,2948610.0,17.459,16.709,34.169,0.326,0.519,1
Norway,2016,22.57,35.37,2.509,8.3,1222,11895.0,446432.0,935.14,0.76,404095.0,0.694,1.219,1.913,0.0584,0.678,1
Chile,2023,25.33,33.14,0.322,8.03,1238,17648.0,817783.0,533.53,1.29,1095569.0,3.956,3.654,7.61,0.2241,0.581,1
Ecuador,2013,21.66,35.06,0.831,8.34,464,40451.0,1500033.0,1016.33,1.66,2529281.0,0.86,0.989,1.849,0.0213,0.62,1
India,2013,33.02,38.28,0.737,8.22,6588,25623.0,643853.0,812.13,1.3,895522.0,7.264,15.497,22.761,0.2835,0.582,1
Mexico,2015,19.84,38.62,1.349,7.98,12836,41105.0,1064853.0,611.1,0.98,1153105.0,1.079,1.034,2.113,0.0262,0.61,1
Mexico,2020,16.81,36.35,0.576,7.97,972,32730.0,417857.0,780.41,0.83,379485.0,2.908,4.668,7.576,0.0888,0.562,1
Philippines,2019,17.9,34.15,0.772,8.06,15967,78781.0,3783404.0,3131.81,0.78,3018201.0,1.894,1.267,3.16,0.024,0.402,0
China,2013,24.16,32.47,1.551,8.44,2822,21978.0,488095.0,2401.87,0.72,389579.0,56.807,51.458,108.265,2.5846,0.715,1
Argentina,2015,26.4,32.13,1.391,7.94,1722,36471.0,1500227.0,1312.68,1.22,1917238.0,1.13,1.635,2.765,0.031,0.553,1
Chile,2022,16.84,33.7,0.695,8.29,22833,36081.0,392852.0,1023.54,1.35,574760.0,4.085,4.413,8.498,0.1132,0.556,1
Morocco,2011,19.25,36.02,0.443,8.4,22679,13814.0,670128.0,984.32,0.9,603266.0,1.065,1.037,2.101,0.0771,0.594,1
Morocco,2023,20.21,36.03,0.607,8.09,24883,57332.0,1234144.0,545.6,1.44,1803337.0,1.493,1.451,2.943,0.026,0.58,1
Norway,2012,14.79,35.23,0.29,7.86,1032,31675.0,609093.0,2044.39,0.98,683597.0,0.366,1.003,1.369,0.0115,0.487,0
India,2010,25.76,38.03,0.323,7.99,1710,18911.0,308371.0,922.43,1.36,455871.0,4.515,9.873,14.388,0.2388,0.594,1
Spain,2013,23.55,35.33,0.631,8.18,937,6483.0,108469.0,1321.48,1.22,173483.0,0.399,0.539,0.938,0.0615,0.689,1
USA,2018,29.48,34.71,0.379,8.17,2143,76655.0,2156348.0,1692.62,0.88,1978640.0,2.689,3.244,5.933,0.0351,0.398,0
India,2013,25.16,36.77,0.522,7.95,2115,18082.0,417811.0,1090.19,0.76,384887.0,7.406,9.948,17.354,0.4096,0.676,1
Philippines,2016,21.72,37.7,0.918,7.88,2910,30164.0,498966.0,1646.33,0.85,479814.0,1.433,1.127,2.56,0.0475,0.598,1
Morocco,2016,20.28,35.55,1.329,8.23,2475,55890.0,1535753.0,1022.4,1.23,1963164.0,2.288,3.923,6.211,0.0409,0.589,1
Indonesia,2011,22.39,33.63,2.271,7.91,8466,13140.0,351326.0,657.45,0.22,152485.0,11.49,8.925,20.415,0.8744,0.655,1
Iceland,2012,25.7,34.19,1.852,8.19,570,21699.0,821283.0,953.13,0.78,687732.0,0.981,1.334,2.315,0.0452,0.658,1
Malaysia,2014,27.56,34.61,4.356,8.1,8611,96289.0,4127258.0,995.54,0.81,3403705.0,1.091,2.164,3.256,0.0113,0.433,0
Argentina,2015,32.72,34.06,1.172,8.33,1196,8040.0,171060.0,791.59,1.21,265064.0,0.261,0.427,0.688,0.0324,0.61,1
Russia,2014,19.96,34.38,4.688,8.2,19935,2881.0,114480.0,589.26,0.65,150737.0,3.039,3.392,6.431,1.0546,0.726,1
India,2016,15.55,35.12,2.491,8.18,2725,4017.0,196926.0,1780.27,0.69,189957.0,9.362,21.791,31.153,2.3298,0.687,1
Vietnam,2012,18.05,36.45,5.183,8.33,2353,21999.0,1039683.0,1480.99,1.53,1684759.0,4.713,4.539,9.252,0.2142,0.655,1
USA,2014,10.11,35.39,1.441,8.09,1116,2837.0,43521.0,2338.72,1.32,112244.0,2.209,3.398,5.606,0.7782,0.643,1
Mexico,2015,16.32,33.59,0.704,8.04,1792,11256.0,500872.0,1173.24,1.08,590546.0,0.654,0.755,1.409,0.0581,0.604,1
South Korea,2018,24.81,31.92,0.342,7.94,6714,16277.0,577000.0,1323.63,1.26,782780.0,1.176,2.994,4.17,0.0722,0.595,1
Argentina,2017,23.91,37.18,2.187,8.54,6443,54672.0,2654971.0,502.57,1.28,3453326.0,2.146,2.732,4.877,0.0392,0.592,1
USA,2022,22.72,34.83,1.171,8.16,1993,26227.0,801366.0,791.18,1.04,873159.0,5.431,10.55,15.981,0.2071,0.654,1
China,2013,23.34,32.83,0.802,8.53,14625,27288.0,1026952.0,1446.56,1.1,1185343.0,49.091,101.796,150.887,1.799,0.699,1
Spain,2014,27.67,34.7,0.606,7.58,900,5911.0,97598.0,2271.32,1.18,150532.0,1.888,3.029,4.917,0.3193,0.623,1
Vietnam,2014,23.54,36.46,1.273,8.11,1782,27173.0,623775.0,2275.21,1.51,993098.0,5.792,8.767,14.56,0.2132,0.652,1
Norway,2017,29.06,35.13,0.251,7.79,4365,10919.0,289654.0,2542.1,0.93,323726.0,0.789,2.251,3.04,0.0723,0.53,1
Ecuador,2018,18.6,34.92,2.818,8.26,3374,19551.0,410109.0,1736.93,0.73,319368.0,1.762,1.974,3.736,0.0901,0.664,1
India,2011,17.23,36.04,0.603,8.06,11399,10236.0,464726.0,993.69,0.75,419107.0,8.509,10.401,18.91,0.8312,0.629,1
Mexico,2012,21.57,35.0,0.988,8.15,5488,121954.0,2916026.0,3776.8,1.84,5423099.0,1.52,2.543,4.063,0.0125,0.5,1
Philippines,2017,30.39,33.35,2.074,7.84,2158,59454.0,2761078.0,2000.13,1.2,3371731.0,0.883,2.515,3.398,0.0148,0.507,1
USA,2017,20.67,32.8,1.989,8.08,1508,53640.0,2253678.0,809.46,1.87,4257114.0,4.427,7.521,11.948,0.0825,0.595,1
South Korea,2014,21.0,40.96,1.583,8.06,238,111009.0,4001566.0,662.59,1.2,4831202.0,1.514,1.559,3.073,0.0136,0.5,1
Philippines,2022,8.43,35.96,0.358,8.11,302,13202.0,221980.0,1124.65,1.98,488430.0,0.907,2.258,3.165,0.0687,0.526,1
Ecuador,2022,23.93,32.65,2.53,7.75,1252,17017.0,321935.0,943.76,0.81,285681.0,2.231,3.767,5.998,0.1311,0.67,1
Spain,2019,26.18,33.41,11.716,8.25,3606,13179.0,256863.0,1765.84,1.21,326197.0,3.031,3.694,6.726,0.23,0.606,1
Norway,2017,31.12,35.1,1.679,8.24,16880,63077.0,2464206.0,2330.95,1.54,3849729.0,1.209,1.55,2.758,0.0192,0.499,0
Philippines,2017,16.28,35.37,0.957,7.95,2245,26378.0,896189.0,729.65,0.72,656897.0,1.142,1.884,3.026,0.0433,0.574,1
Ecuador,2013,15.78,35.9,0.493,7.99,1011,7146.0,131461.0,898.17,1.2,213006.0,0.458,0.437,0.895,0.0641,0.529,1
China,2014,32.21,32.67,0.699,7.93,783,2671.0,127960.0,2142.36,1.42,217225.0,36.675,48.017,84.692,13.7263,0.92,1
Ecuador,2013,25.98,38.81,0.609,7.43,1613,27741.0,1018841.0,1361.27,0.98,1012754.0,0.707,1.11,1.817,0.0255,0.645,1
China,2019,15.39,33.44,2.347,8.15,2938,53049.0,1410770.0,1394.52,1.12,1630660.0,73.019,136.369,209.388,1.3764,0.56,1
Malaysia,2021,25.39,38.29,2.74,7.73,1144,17293.0,859665.0,912.43,1.41,1236132.0,2.146,2.28,4.426,0.1241,0.669,1
Morocco,2021,27.86,32.52,2.952,8.29,1132,11865.0,260534.0,1985.02,1.14,347969.0,1.871,1.875,3.745,0.1576,0.606,1
Peru,2012,22.21,33.57,0.312,8.1,2516,49104.0,2444507.0,2755.64,0.79,1980665.0,3.009,7.479,10.488,0.0613,0.529,1
Malaysia,2015,17.25,36.56,1.69,8.06,366,60421.0,2335508.0,2218.34,1.12,2662352.0,2.241,2.715,4.955,0.0371,0.505,1
Norway,2020,11.59,36.34,0.145,7.83,1629,6541.0,111114.0,869.03,1.44,211610.0,1.142,4.776,5.917,0.1745,0.542,1
Thailand,2018,34.74,36.01,0.111,8.18,9376,5804.0,64508.0,936.82,1.13,127218.0,0.537,1.186,1.723,0.0925,0.541,1
South Korea,2012,22.6,35.26,1.033,8.54,15759,29596.0,718470.0,998.52,0.92,701337.0,0.411,0.402,0.813,0.0139,0.637,1
Ecuador,2017,23.56,32.95,4.201,8.03,1025,12027.0,223753.0,1638.05,0.69,212394.0,0.536,0.499,1.035,0.0446,0.664,1
Indonesia,2016,14.84,35.62,3.128,7.97,6440,7021.0,254053.0,1179.34,1.62,455224.0,13.135,28.911,42.046,1.8704,0.667,1
Mexico,2010,15.54,33.51,0.591,8.3,22984,8097.0,165961.0,2288.14,1.43,302095.0,0.729,1.101,1.83,0.0901,0.612,1
Thailand,2021,24.5,36.78,0.05,8.28,23786,65899.0,2131785.0,740.61,1.27,2783716.0,1.551,1.709,3.26,0.0235,0.494,0
Thailand,2022,11.93,35.38,3.14,7.62,9689,169114.0,7877049.0,839.96,1.24,9847085.0,1.793,3.584,5.377,0.0106,0.425,0
India,2016,20.69,35.4,0.39,8.12,3081,65130.0,2756206.0,697.89,1.1,3101851.0,7.246,15.241,22.486,0.1113,0.498,0
Iceland,2015,14.19,33.32,1.988,8.01,843,13659.0,353621.0,1072.45,1.37,537710.0,1.382,3.45,4.832,0.1012,0.601,1
Norway,2011,24.6,34.66,0.363,8.31,7647,24701.0,1049098.0,1697.63,1.47,1598085.0,1.041,2.727,3.768,0.0422,0.577,1
Chile,2011,19.9,33.04,1.037,8.3,6007,26690.0,315061.0,2702.09,1.25,451927.0,2.416,3.798,6.214,0.0905,0.649,1
India,2010,25.76,37.81,1.414,8.18,2500,14132.0,160949.0,1223.63,0.94,218897.0,7.88,9.517,17.397,0.5575,0.688,1
Indonesia,2017,21.49,33.95,0.334,8.04,43,54489.0,2294583.0,652.33,1.51,3546108.0,15.028,29.818,44.845,0.2758,0.524,1
Thailand,2011,26.97,34.62,1.874,8.42,5335,26038.0,520752.0,2863.44,1.31,707723.0,0.85,1.42,2.27,0.0327,0.574,1
Iceland,2022,26.11,35.11,2.039,8.02,3383,34088.0,913395.0,638.03,0.98,945443.0,1.745,2.637,4.382,0.0512,0.558,1
Philippines,2021,24.44,37.2,2.921,7.84,1114,7750.0,151926.0,679.82,1.24,234734.0,1.944,2.91,4.854,0.2508,0.692,1
Philippines,2010,24.54,33.23,0.695,8.01,251,86782.0,2763326.0,2499.89,1.4,3928618.0,0.738,0.671,1.409,0.0085,0.509,1
Chile,2018,27.95,37.07,2.633,8.29,5739,32899.0,451757.0,1571.18,1.75,837075.0,3.743,4.686,8.429,0.1138,0.563,1
India,2010,25.24,38.97,1.012,8.18,22901,19013.0,207967.0,789.73,1.33,286493.0,8.15,12.568,20.718,0.4287,0.675,1
South Korea,2021,26.36,39.85,1.617,8.04,2340,44692.0,2038481.0,2248.94,0.99,2044607.0,0.901,0.979,1.879,0.0202,0.536,1
Philippines,2017,21.66,38.93,0.962,8.35,611,64552.0,1917242.0,1851.29,1.19,2355024.0,1.181,1.124,2.305,0.0183,0.562,1
Japan,2021,17.88,32.88,0.489,8.32,1105,13162.0,539552.0,1025.53,0.88,563292.0,3.539,7.34,10.879,0.2689,0.532,1
Morocco,2020,22.37,34.81,1.264,8.24,588,10167.0,132832.0,1576.69,0.8,173589.0,2.297,3.56,5.857,0.2259,0.686,1
Vietnam,2015,24.13,37.02,0.499,8.57,18668,37199.0,1813863.0,3769.52,0.87,1668522.0,5.049,4.143,9.192,0.1357,0.519,1
India,2021,18.83,34.93,0.176,8.1,18324,12093.0,243022.0,1347.46,0.98,297688.0,11.061,14.991,26.052,0.9146,0.628,1
Russia,2020,23.04,36.65,4.46,8.09,2372,35316.0,706143.0,1083.86,1.92,1408709.0,4.149,9.849,13.998,0.1175,0.633,1
Morocco,2016,23.37,34.45,2.004,8.25,2098,7148.0,176989.0,1149.16,0.96,230607.0,0.784,1.206,1.989,0.1096,0.689,1
Norway,2013,21.63,37.04,0.247,7.97,12246,28522.0,655616.0,515.14,0.7,476573.0,1.312,1.541,2.853,0.046,0.569,1
Chile,2021,23.67,36.13,0.462,8.07,2537,132729.0,1592944.0,1339.82,1.02,1689676.0,3.515,5.282,8.797,0.0265,0.426,0
USA,2017,36.23,34.38,1.843,8.14,9859,98333.0,1168351.0,1192.11,1.26,1498359.0,2.464,6.12,8.584,0.0251,0.429,0
USA,2018,28.3,32.85,1.122,7.62,7454,32111.0,335272.0,919.29,1.11,412325.0,2.588,6.58,9.168,0.0806,0.563,1
